[INFO ] [2023-07-23 17:47:50,925] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-24 04:00:19,644] Driver instance name = chromedriver: chrome on windows (d8ba4be8df194f2f65adeeb01db4dbd1)
[INFO ] [2023-07-24 04:12:38,344] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-24 04:12:44,263] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-24 04:12:45,903] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-24 04:12:46,087] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-24 04:12:46,746] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui902194@fakemail.com'
[INFO ] [2023-07-24 04:12:47,004] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-24 04:12:47,166] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-24 04:12:47,317] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-24 04:12:48,232] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-24 04:12:48,314]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:12:48,314] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-24 04:12:48,974] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-24 04:13:20,338] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-24 04:13:21,331] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-24 04:13:21,425]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:13:21,425] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-24 04:13:21,501]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:13:21,501] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-24 04:13:21,579]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:13:21,579] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-24 04:13:21,656]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:13:21,659] OS name = windows 10
[INFO ] [2023-07-24 04:13:21,660] Driver instance name = chromedriver: chrome on windows (e79059189c41d46d70033e0fa5615892)
[INFO ] [2023-07-24 04:14:36,829] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-24 04:14:42,223] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-24 04:14:43,633] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-24 04:14:43,822] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-24 04:14:44,526] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui901426@fakemail.com'
[INFO ] [2023-07-24 04:14:44,797] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-24 04:14:44,960] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-24 04:14:45,116] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-24 04:14:45,933] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-24 04:14:46,016]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:46,016] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-24 04:14:46,610] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-24 04:14:47,080] Login - Step 02: Enter to EmailAddress textbox with value is hagakui901426@fakemail.com
[INFO ] [2023-07-24 04:14:47,224] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-07-24 04:14:47,359] Login - Step 04: Click to 'Login' button
[INFO ] [2023-07-24 04:14:48,165] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-07-24 04:14:48,255]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:48,260] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-24 04:14:48,745] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-24 04:14:48,822]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:48,822] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-24 04:14:48,883]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:48,883] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-24 04:14:48,946]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:48,947] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-24 04:14:49,008]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:14:49,011] OS name = windows 10
[INFO ] [2023-07-24 04:14:49,012] Driver instance name = chromedriver: chrome on windows (ffbc098f969e84dac9e7f0ac05a42348)
[INFO ] [2023-07-24 04:29:19,823] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-24 04:29:29,260] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-24 04:29:30,649] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-24 04:29:30,841] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-24 04:29:31,514] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui908766@fakemail.com'
[INFO ] [2023-07-24 04:29:31,775] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-24 04:29:31,938] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-24 04:29:32,091] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-24 04:29:32,796] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-24 04:29:32,879]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-07-24 04:29:32,881] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-24 04:29:34,252] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-24 04:29:34,723] Login - Step 02: Enter to EmailAddress textbox with value is hagakui908766@fakemail.com
[INFO ] [2023-07-24 04:29:34,862] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-07-24 04:29:35,000] Login - Step 04: Click to 'Login' button
[INFO ] [2023-07-24 04:29:35,747] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-07-24 04:29:35,850]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:29:35,855] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-24 04:29:36,309] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-24 04:29:36,394]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:29:36,394] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-24 04:29:36,452]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:29:36,453] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-24 04:29:36,529]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:29:36,529] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-24 04:29:36,591]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-24 04:29:36,594] OS name = windows 10
[INFO ] [2023-07-24 04:29:36,595] Driver instance name = chromedriver: chrome on windows (c217ef5287cedcba52fbd7b13fb6ff64)
[INFO ] [2023-07-25 03:48:03,695] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-25 03:48:11,043] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 03:48:12,734] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-25 03:48:13,038] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-25 03:48:13,794] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui906009@fakemail.com'
[INFO ] [2023-07-25 03:48:14,071] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-25 03:48:14,235] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-25 03:48:14,394] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-25 03:48:15,485] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-25 03:48:15,569]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-07-25 03:48:15,571] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-25 03:48:17,227] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 03:48:17,768] Login - Step 02: Enter to EmailAddress textbox with value is hagakui906009@fakemail.com
[INFO ] [2023-07-25 03:48:17,915] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-07-25 03:48:18,049] Login - Step 04: Click to 'Login' button
[INFO ] [2023-07-25 03:48:19,282] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-07-25 03:48:19,387]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 03:48:19,392] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-25 03:48:20,210] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-25 03:48:20,288]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 03:48:20,289] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-25 03:48:20,348]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 03:48:20,348] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-25 03:48:20,409]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 03:48:20,409] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-25 03:48:20,472]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 03:48:20,475] OS name = windows 10
[INFO ] [2023-07-25 03:48:20,475] Driver instance name = chromedriver: chrome on windows (2cf4aedcb84ce7a1dbc71daaeec19024)
[INFO ] [2023-07-25 04:09:29,123] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-25 04:09:35,267] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-25 04:09:36,587] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-25 04:09:36,791] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-25 04:09:37,472] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui907758@fakemail.com'
[INFO ] [2023-07-25 04:09:37,748] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-25 04:09:37,912] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-25 04:09:38,084] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-25 04:09:38,907] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-25 04:09:38,981]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-07-25 04:09:38,983] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-25 04:09:40,392] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-25 04:09:40,847] Login - Step 02: Enter to EmailAddress textbox with value is hagakui907758@fakemail.com
[INFO ] [2023-07-25 04:09:40,994] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-07-25 04:09:41,127] Login - Step 04: Click to 'Login' button
[INFO ] [2023-07-25 04:09:41,876] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-07-25 04:09:41,976]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 04:09:41,981] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-25 04:09:42,432] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-25 04:09:42,518]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 04:09:42,518] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-25 04:09:42,580]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 04:09:42,580] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-25 04:09:42,639]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 04:09:42,640] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-25 04:09:42,704]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-25 04:09:42,708] OS name = windows 10
[INFO ] [2023-07-25 04:09:42,708] Driver instance name = chromedriver: chrome on windows (dc09ea10cd7093c6a750ac8e783d58d8)
[INFO ] [2023-07-29 05:31:23,811] Pre-Condition - Step 01: Open site
[INFO ] [2023-07-29 05:31:32,422] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-07-29 05:31:33,921] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-07-29 05:31:34,122] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-07-29 05:31:34,834] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui909711@fakemail.com'
[INFO ] [2023-07-29 05:31:35,121] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-07-29 05:31:35,282] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-07-29 05:31:35,520] Register - Step 07: Click to 'Register' button
[INFO ] [2023-07-29 05:31:36,326] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-07-29 05:31:36,436]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-07-29 05:31:36,438] Register - Step 09: CLick to Logout link
[INFO ] [2023-07-29 05:31:38,126] Login - Step 01: Navigate to Login page
[INFO ] [2023-07-29 05:31:38,610] Login - Step 02: Enter to EmailAddress textbox with value is hagakui909711@fakemail.com
[INFO ] [2023-07-29 05:31:38,879] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-07-29 05:31:39,014] Login - Step 04: Click to 'Login' button
[INFO ] [2023-07-29 05:31:39,834] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-07-29 05:31:39,926]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-29 05:31:39,939] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-07-29 05:31:40,392] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-07-29 05:31:40,470]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-29 05:31:40,471] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-07-29 05:31:40,532]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-29 05:31:40,532] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-07-29 05:31:40,590]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-29 05:31:40,591] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-07-29 05:31:40,654]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-07-29 05:31:40,657] OS name = windows 10
[INFO ] [2023-07-29 05:31:40,657] Driver instance name = chromedriver: chrome on windows (0e2237ca5038a0dced4bda20006df1dc)
[INFO ] [2023-08-05 16:32:13,136] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-05 16:32:20,475] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-08-05 16:32:21,779] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-05 16:32:21,955] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-05 16:32:22,578] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui905307@fakemail.com'
[INFO ] [2023-08-05 16:32:22,854] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-05 16:32:22,997] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-05 16:32:23,152] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-05 16:32:23,928] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-05 16:32:24,018]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-05 16:32:24,059] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-05 16:32:25,805] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-05 16:32:26,268] Login - Step 02: Enter to EmailAddress textbox with value is hagakui905307@fakemail.com
[INFO ] [2023-08-05 16:32:26,424] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-05 16:32:26,556] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-05 16:32:27,333] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-05 16:32:27,428]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:32:27,433] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-05 16:32:27,895] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-05 16:32:27,988]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:32:27,988] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-05 16:32:28,046]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:32:28,047] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-05 16:32:28,110]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:32:28,110] Login - Step 05: Verify 'Email' value is correctly
[INFO ] [2023-08-05 16:32:28,170]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:32:28,172] OS name = windows 10
[INFO ] [2023-08-05 16:32:28,172] Driver instance name = chromedriver: chrome on windows (0435998756ff6f6274ddfaa92df55bd3)
[INFO ] [2023-08-05 16:37:09,889] Pre-Condition - Step 01: Open site
[INFO ] [2023-08-05 16:37:16,529] Register - Step 01: Navigate to 'Register' page
[INFO ] [2023-08-05 16:37:17,847] Register - Step 02: Enter to Firstname textbox with value is 'Hana'
[INFO ] [2023-08-05 16:37:18,020] Register - Step 03: Enter to Lastname textbox with value is 'Pham'
[INFO ] [2023-08-05 16:37:18,735] Register - Step 04: Enter to EmailAddress textbox with value is 'hagakui908730@fakemail.com'
[INFO ] [2023-08-05 16:37:18,982] Register - Step 05: Enter to password textbox with value is '123456'
[INFO ] [2023-08-05 16:37:19,142] Register - Step 06: Enter to confirm password textbox with value is '123456'
[INFO ] [2023-08-05 16:37:19,312] Register - Step 07: Click to 'Register' button
[INFO ] [2023-08-05 16:37:20,103] Register - Step 08: Verify register success messsage is displayed
[INFO ] [2023-08-05 16:37:20,181]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-08-05 16:37:20,183] Register - Step 09: CLick to Logout link
[INFO ] [2023-08-05 16:37:21,978] Login - Step 01: Navigate to Login page
[INFO ] [2023-08-05 16:37:22,450] Login - Step 02: Enter to EmailAddress textbox with value is hagakui908730@fakemail.com
[INFO ] [2023-08-05 16:37:22,607] Login - Step 03: Enter to password textbox with value is 123456'
[INFO ] [2023-08-05 16:37:22,756] Login - Step 04: Click to 'Login' button
[INFO ] [2023-08-05 16:37:23,524] Login - Step 05: Verify 'My account' link is displayed
[INFO ] [2023-08-05 16:37:23,613]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:37:23,617] Login - Step 01: Navigate to 'My account' page
[INFO ] [2023-08-05 16:37:24,067] Login - Step 02: Verify 'My account' page is displayed
[INFO ] [2023-08-05 16:37:24,140]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:37:24,141] Login - Step 03: Verify 'First Name' value is correctly
[INFO ] [2023-08-05 16:37:24,199]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:37:24,199] Login - Step 04: Verify 'Last Name' value is correctly
[INFO ] [2023-08-05 16:37:24,261]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-08-05 16:37:24,261] Login - Step 05: Verify 'Email' value is correctly
